full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Coşqun Diniyev,26,810950400,1995/09/13,UEFA Nations League,2020/2021,Midfielder,Azerbaijan,93,33,60,Azerbaijan,3,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0.97,93,31,93,0,0.97,-1,-1,-1,18
Craig Cathcart,32,602726400,1989/02/06,UEFA Nations League,2020/2021,Defender,Northern Ireland,367,270,97,Northern Ireland,5,3,2,0,0,0,0,0,0,0,0,0,0,0,9,7,2,1,0,0,0,0,0,0,0,2.21,41,73,367,0,0.25,393,387,202,18
Craig Gordon,38,410140800,1982/12/31,UEFA Nations League,2020/2021,Goalkeeper,Scotland,90,0,90,Scotland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,6
Cristian Alexandru Albu,28,745545600,1993/08/17,UEFA Nations League,2020/2021,Defender,Romania,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cristian Brolli,29,699235200,1992/02/28,UEFA Nations League,2020/2021,Defender,San Marino,270,90,180,San Marino,3,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0.33,270,90,270,0,0.33,-1,-1,-1,19
Cristian Dros,23,892598400,1998/04/15,UEFA Nations League,2020/2021,Midfielder,Moldova,19,19,0,Moldova,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,-1,-1,-1,5
Cristian Emanuel Bălgrădean,33,574905600,1988/03/21,UEFA Nations League,2020/2021,Goalkeeper,Romania,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cristian George Ganea,29,706665600,1992/05/24,UEFA Nations League,2020/2021,Forward,Romania,3,0,3,Romania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,-1,11
Cristian Marian Manea,24,871084800,1997/08/09,UEFA Nations League,2020/2021,Defender,Romania,90,0,90,Romania,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,23,90,0,0,0,-1,-1,-1,10
Cristian Martínez Alejo,32,624499200,1989/10/16,UEFA Nations League,2020/2021,Midfielder,Andorra,448,259,189,Andorra,6,3,3,0,0,0,0,0,0,0,0,2,1,1,7,5,2,1,0,0,0,0,0,0,0,1.41,64,75,448,0,0.2,348,333,-1,17
Cristiano Biraghi,29,715305600,1992/09/01,UEFA Nations League,2020/2021,Defender,Italy,90,90,0,Italy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,30
Cristiano Ronaldo,36,476409600,1985/02/05,UEFA Nations League,2020/2021,Forward,Portugal,351,90,261,Portugal,4,1,3,2,0,2,0,0,0,0,0,2,0,2,3,1,2,1,0,0.51,0,0.51,0,0.69,176,0.77,117,88,351,0,0.26,28,190,-1,4
Cyrus Christie,29,717811200,1992/09/30,UEFA Nations League,2020/2021,Defender,Republic of Ireland,69,69,0,Republic of Ireland,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,69,0,1.3,-1,-1,-1,12
Daler Kuzyaev,28,727056000,1993/01/15,UEFA Nations League,2020/2021,Midfielder,Russia,341,124,217,Russia,6,3,3,1,0,1,2,0,2,0,0,1,1,0,8,0,8,0,0,0.79,0.53,0.26,0,0.41,341,2.11,43,57,0,171,0,78,10,-1,6
Daley Blind,31,636940800,1990/03/09,UEFA Nations League,2020/2021,Defender,Netherlands,337,90,247,Netherlands,4,1,3,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0.8,112,84,0,0,0,192,221,88,12
Damian Kądzior,29,708652800,1992/06/16,UEFA Nations League,2020/2021,Midfielder,Poland,26,26,0,Poland,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,-1,-1,-1,6
Damjan Bohar,30,687744000,1991/10/18,UEFA Nations League,2020/2021,Forward,Slovenia,445,270,175,Slovenia,6,3,3,1,1,0,2,0,2,0,0,5,2,3,1,1,0,1,0,0.61,0.4,0.2,0.33,0,445,0.2,445,74,445,223,0.2,121,21,-1,4
Damjan Shishkovski,26,795484800,1995/03/18,UEFA Nations League,2020/2021,Goalkeeper,FYR Macedonia,469,199,270,FYR Macedonia,6,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,1.34,67,78,0,0,0,176,160,154,8
Dan Í Soylu,25,836870400,1996/07/09,UEFA Nations League,2020/2021,Midfielder,Faroe Islands,25,25,0,Faroe Islands,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.6,25,25,0,0,0,-1,-1,-1,17
Dan Leon Glazer,25,843177600,1996/09/20,UEFA Nations League,2020/2021,Midfielder,Israel,0,0,0,Israel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dan Nicolae Nistor,33,578880000,1988/05/06,UEFA Nations League,2020/2021,Midfielder,Romania,106,16,90,Romania,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.7,53,53,106,0,0.85,-1,-1,-1,25
Dan Taras,27,761097600,1994/02/13,UEFA Nations League,2020/2021,Midfielder,Moldova,16,16,0,Moldova,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,9
Danel Sinani,24,860198400,1997/04/05,UEFA Nations League,2020/2021,Midfielder,Luxembourg,471,259,212,Luxembourg,6,3,3,3,2,1,0,0,0,0,1,2,2,0,3,0,3,0,0,0.57,0,0.57,0.69,0.42,157,0.57,157,79,0,0,0,20,232,-1,1
Dani Ceballos,25,839376000,1996/08/07,UEFA Nations League,2020/2021,Midfielder,Spain,44,0,44,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.05,44,44,0,0,0,-1,-1,-1,10
Dani Olmo,23,894499200,1998/05/07,UEFA Nations League,2020/2021,Midfielder,Spain,310,220,90,Spain,5,3,2,0,0,0,1,1,0,0,0,3,3,0,2,0,2,0,0,0.29,0.29,0,0,0,0,0.58,155,62,0,310,0,286,31,-1,26
Daniel Ballard,22,937958400,1999/09/22,UEFA Nations League,2020/2021,Defender,Northern Ireland,399,136,263,England,5,2,3,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,0,0,0,0,0,0,0,1.58,57,80,399,0,0.23,391,408,171,24
Daniel Bozhinovski,32,615859200,1989/07/08,UEFA Nations League,2020/2021,Goalkeeper,FYR Macedonia,0,0,0,FYR Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Brändle,29,696124800,1992/01/23,UEFA Nations League,2020/2021,Midfielder,Liechtenstein,162,106,56,Liechtenstein,3,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0.56,162,54,81,0,1.11,-1,-1,-1,7
Daniel Carvajal Ramos,29,695088000,1992/01/11,UEFA Nations League,2020/2021,Defender,Spain,90,0,90,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,34
Daniel Castelo Podence,26,814233600,1995/10/21,UEFA Nations League,2020/2021,Forward,Portugal,15,15,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,11
Daniel Dumbravanu,20,995760000,2001/07/22,UEFA Nations League,2020/2021,Defender,Moldova,0,0,0,Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dániel Gazdag,25,825724800,1996/03/02,UEFA Nations League,2020/2021,Midfielder,Hungary,122,0,122,Hungary,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,61,122,0,0.74,-1,-1,-1,10
Daniel Granli,27,767750400,1994/05/01,UEFA Nations League,2020/2021,Defender,Norway,9,0,9,Norway,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0,10,-1,-1,-1,18
Daniel Holzer,26,808704000,1995/08/18,UEFA Nations League,2020/2021,Midfielder,Czech Republic,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel James,24,879120000,1997/11/10,UEFA Nations League,2020/2021,Midfielder,Wales,490,269,221,Wales,6,3,3,1,1,0,2,1,1,0,0,5,2,3,1,1,0,1,0,0.55,0.37,0.18,0.33,0,490,0.18,490,82,490,245,0.18,128,23,-1,2
Daniel Johansen,23,899942400,1998/07/09,UEFA Nations League,2020/2021,Midfielder,Faroe Islands,0,0,0,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Daniel Kaufmann,30,661824000,1990/12/22,UEFA Nations League,2020/2021,Defender,Liechtenstein,180,90,90,Liechtenstein,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,14
Daniel O'Shaughnessy,27,779500800,1994/09/14,UEFA Nations League,2020/2021,Defender,Finland,241,90,151,Finland,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,0,0,0,0,0,0,0,1.12,80,80,241,0,0.37,-1,-1,-1,24
Daniel Romanovskij,25,835142400,1996/06/19,UEFA Nations League,2020/2021,Midfielder,Lithuania,26,0,26,Lithuania,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,16
Daniel Wass,32,612576000,1989/05/31,UEFA Nations League,2020/2021,Midfielder,Denmark,533,263,270,Denmark,6,3,3,0,0,0,0,0,0,0,0,3,1,2,7,3,4,1,0,0,0,0,0,0,0,1.18,76,89,533,0,0.17,237,254,-1,23
Daniel William John Ings,29,711849600,1992/07/23,UEFA Nations League,2020/2021,Forward,England,22,0,22,England,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,-1,-1,-1,22
Daniels Ontuzans,21,952387200,2000/03/07,UEFA Nations League,2020/2021,Midfielder,Latvia,45,29,16,Latvia,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,23,23,0,4,-1,-1,-1,8
Daniil Fomin,24,857260800,1997/03/02,UEFA Nations League,2020/2021,Midfielder,Russia,11,0,11,Russia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,11,0,8.18,-1,-1,-1,13
Danijel Aleksić,30,672969600,1991/04/30,UEFA Nations League,2020/2021,Forward,Serbia,0,0,0,Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danijel Petković,28,738288000,1993/05/25,UEFA Nations League,2020/2021,Goalkeeper,Montenegro,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danil Ustimenko,21,965692800,2000/08/08,UEFA Nations League,2020/2021,Goalkeeper,Kazakhstan,0,0,0,Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Danilo D'Ambrosio,33,589766400,1988/09/09,UEFA Nations League,2020/2021,Defender,Italy,180,90,90,Italy,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0.5,180,90,90,0,1,-1,-1,-1,7
Danilo Luís Hélio Pereira,30,684374400,1991/09/09,UEFA Nations League,2020/2021,Midfielder,Portugal,522,265,257,Portugal,6,3,3,0,0,0,0,0,0,0,0,3,1,2,3,1,2,1,0,0,0,0,0,0,0,0.52,174,87,522,0,0.17,220,261,-1,24
Danny Ward,28,740707200,1993/06/22,UEFA Nations League,2020/2021,Goalkeeper,Wales,180,180,0,Wales,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,18
Dante Carlos Rossi,34,553046400,1987/07/12,UEFA Nations League,2020/2021,Defender,San Marino,348,180,168,San Marino,4,2,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,1,0,0,0,0,0,0,0,0.78,116,87,348,0,0.26,152,145,82,17
Danu Spătaru,27,769737600,1994/05/24,UEFA Nations League,2020/2021,Midfielder,Moldova,186,101,85,Moldova,3,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1.45,62,62,0,0,0,-1,-1,-1,8
Dara O'Shea,22,920505600,1999/03/04,UEFA Nations League,2020/2021,Defender,Republic of Ireland,262,90,172,Republic of Ireland,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.69,131,87,0,0,0,-1,-1,-1,8
Dario Kaiser,26,795225600,1995/03/15,UEFA Nations League,2020/2021,Defender,Liechtenstein,0,0,0,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dario Melnjak,29,720489600,1992/10/31,UEFA Nations League,2020/2021,Defender,Croatia,177,74,103,Croatia,3,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2.54,35,59,0,0,0,-1,-1,-1,17
Darko Bulatović,32,620956800,1989/09/05,UEFA Nations League,2020/2021,Defender,Montenegro,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Darko Lazović,31,653356800,1990/09/15,UEFA Nations League,2020/2021,Midfielder,Serbia,264,27,237,Serbia,4,1,3,0,0,0,1,0,1,0,0,1,1,0,6,0,6,0,0,0.34,0.34,0,0,0,0,2.05,44,66,0,264,0,-1,-1,-1,23
Darko Micevski,29,703036800,1992/04/12,UEFA Nations League,2020/2021,Midfielder,FYR Macedonia,29,1,28,FYR Macedonia,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,-1,-1,-1,11
Darko Todorović,24,862790400,1997/05/05,UEFA Nations League,2020/2021,Defender,Bosnia-Herzegovina,191,101,90,Bosnia and Herzegovina,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,0,3,1,0,0,0,0,0,0,0,1.41,64,64,191,0,0.47,-1,-1,-1,17
Darko Velkoski,26,803692800,1995/06/21,UEFA Nations League,2020/2021,Midfielder,FYR Macedonia,450,270,180,FYR Macedonia,5,3,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0.8,113,90,0,0,0,179,169,-1,24
Darragh Lenihan,27,763776000,1994/03/16,UEFA Nations League,2020/2021,Midfielder,Republic of Ireland,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Darren Randolph,34,547776000,1987/05/12,UEFA Nations League,2020/2021,Goalkeeper,Republic of Ireland,540,270,270,Republic of Ireland,6,3,3,0,0,0,0,0,0,0,0,2,2,0,4,1,3,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,329,325,59,2
Daryl Horgan,29,713404800,1992/08/10,UEFA Nations League,2020/2021,Midfielder,Republic of Ireland,218,84,134,Republic of Ireland,4,2,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.41,218,55,0,0,0,-1,-1,-1,11
David Alaba,29,709344000,1992/06/24,UEFA Nations League,2020/2021,Defender,Austria,360,180,180,Austria,4,2,2,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0.5,180,90,360,0,0.25,186,210,40,10
David Beniamin Lazar,30,681609600,1991/08/08,UEFA Nations League,2020/2021,Goalkeeper,Romania,0,0,0,Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Brooks,24,868320000,1997/07/08,UEFA Nations League,2020/2021,Forward,Wales,178,165,13,England,4,3,1,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0.51,0,0.51,0.55,0,178,0,0,45,0,0,0,-1,-1,-1,4
David de Gea,31,657936000,1990/11/07,UEFA Nations League,2020/2021,Goalkeeper,Spain,360,180,180,Spain,4,2,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,291,287,35,12
David Hovorka,28,744681600,1993/08/07,UEFA Nations League,2020/2021,Defender,Czech Republic,70,0,70,Czech Republic,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,-1,-1,-1,37
David Marshall,36,478828800,1985/03/05,UEFA Nations League,2020/2021,Goalkeeper,Scotland,450,270,180,Scotland,5,3,2,0,0,0,0,0,0,0,0,2,2,0,3,1,2,1,0,0,0,0,0,0,0,0.6,150,90,450,0,0.2,388,423,51,4
David McGoldrick,34,565142400,1987/11/29,UEFA Nations League,2020/2021,Forward,Republic of Ireland,24,24,0,Republic of Ireland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-1,-1,-1,14
David Siger,31,659923200,1990/11/30,UEFA Nations League,2020/2021,Midfielder,Hungary,344,194,150,Hungary,5,3,2,1,1,0,0,0,0,0,0,3,1,2,3,3,0,3,0,0.26,0,0.26,0.46,0,344,0.78,115,69,115,0,0.78,81,308,-1,4
David Tijanič,24,869011200,1997/07/16,UEFA Nations League,2020/2021,Midfielder,Slovenia,0,0,0,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David von Ballmoos,26,788745600,1994/12/30,UEFA Nations League,2020/2021,Goalkeeper,Switzerland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
David Yurchenko,35,512265600,1986/03/27,UEFA Nations League,2020/2021,Goalkeeper,Armenia,540,270,270,Russia,6,3,3,0,0,0,0,0,0,0,0,2,2,0,6,2,4,1,0,0,0,0,0,0,0,1,90,90,540,0,0.17,208,147,119,10
David Zima,21,973641600,2000/11/08,UEFA Nations League,2020/2021,Defender,Czech Republic,0,0,0,Czech Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Davide Calabria,25,849830400,1996/12/06,UEFA Nations League,2020/2021,Defender,Italy,18,18,0,Italy,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,16
Davide Simoncini,35,525744000,1986/08/30,UEFA Nations League,2020/2021,Defender,San Marino,229,139,90,San Marino,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,3,1,0,0,0,0,0,0,1.18,76,76,57,0,1.57,-1,-1,-1,12
Dāvis Ikaunieks,27,757900800,1994/01/07,UEFA Nations League,2020/2021,Midfielder,Latvia,101,65,36,Latvia,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,-1,-1,-1,10
Dāvis Ošs,27,786412800,1994/12/03,UEFA Nations League,2020/2021,Goalkeeper,Latvia,0,0,0,Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Davit Khotcholava,28,729129600,1993/02/08,UEFA Nations League,2020/2021,Defender,Georgia,316,226,90,Georgia,4,3,1,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0.85,105,79,0,0,0,155,161,99,30
Davit Kobouri,23,885600000,1998/01/24,UEFA Nations League,2020/2021,Defender,Georgia,0,0,0,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Davy Klaassen,28,730252800,1993/02/21,UEFA Nations League,2020/2021,Midfielder,Netherlands,160,90,70,Netherlands,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.13,80,80,160,0,0.56,-1,-1,-1,7
Davy Roef,27,760492800,1994/02/06,UEFA Nations League,2020/2021,Goalkeeper,Belgium,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dayle Coleing,25,846028800,1996/10/23,UEFA Nations League,2020/2021,Goalkeeper,Gibraltar,270,180,90,Gibraltar,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.33,270,90,0,0,0,-1,-1,-1,3
Dayot Upamecano,23,909446400,1998/10/27,UEFA Nations League,2020/2021,Defender,France,227,90,137,France,3,1,2,1,1,0,0,0,0,0,0,1,0,1,3,2,1,1,0,0.4,0,0.4,1,0,227,1.19,76,76,227,0,0.4,-1,-1,-1,7
Dean Henderson,24,858124800,1997/03/12,UEFA Nations League,2020/2021,Goalkeeper,England,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Declan Gallagher,30,666403200,1991/02/13,UEFA Nations League,2020/2021,Defender,Scotland,253,180,73,Scotland,3,2,1,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0.36,253,84,0,0,0,-1,-1,-1,5
Declan Rice,22,916272000,1999/01/14,UEFA Nations League,2020/2021,Midfielder,England,526,256,270,Republic of Ireland,6,3,3,1,1,0,0,0,0,0,0,3,1,2,4,2,2,1,0,0.17,0,0.17,0.35,0,526,0.68,132,88,526,0,0.17,133,135,-1,4
Dedryck Boyata,31,659750400,1990/11/28,UEFA Nations League,2020/2021,Defender,Belgium,180,0,180,Belgium,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1.5,60,60,0,0,0,-1,-1,-1,14
Deimantas Petravičius,26,810000000,1995/09/02,UEFA Nations League,2020/2021,Midfielder,Lithuania,14,0,14,Lithuania,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,26
Deividas Mikelionis,26,799891200,1995/05/08,UEFA Nations League,2020/2021,Goalkeeper,Lithuania,0,0,0,Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dejan Iliev,26,793670400,1995/02/25,UEFA Nations League,2020/2021,Goalkeeper,FYR Macedonia,0,0,0,FYR Macedonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dejan Kulusevski,21,956620800,2000/04/25,UEFA Nations League,2020/2021,Midfielder,Sweden,452,184,268,Sweden,6,3,3,1,1,0,0,0,0,0,0,0,0,0,10,2,8,0,0,0.2,0,0.2,0.49,0,452,1.99,45,75,0,0,0,122,201,-1,5
Dejan Lovren,32,615600000,1989/07/05,UEFA Nations League,2020/2021,Defender,Croatia,450,270,180,Croatia,5,3,2,1,0,1,0,0,0,0,0,0,0,0,12,5,7,2,0,0.2,0,0.2,0,0.5,450,2.4,38,90,225,0,0.4,115,258,206,4
Dejan Petrovič,23,884563200,1998/01/12,UEFA Nations League,2020/2021,Midfielder,Slovenia,7,0,7,Slovenia,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,11
Demetris Christofi,33,591408000,1988/09/28,UEFA Nations League,2020/2021,Midfielder,Cyprus,280,121,159,Cyprus,4,2,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,0,0,0,0,0,0,0,1.29,70,70,0,0,0,264,125,-1,23
Demetris Demetriou,22,916358400,1999/01/15,UEFA Nations League,2020/2021,Goalkeeper,Cyprus,270,90,180,Cyprus,3,1,2,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,0,0,1.67,54,90,0,0,0,-1,-1,-1,6
Dénes Dibusz,31,658713600,1990/11/16,UEFA Nations League,2020/2021,Goalkeeper,Hungary,270,180,90,Hungary,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.33,270,90,270,0,0.33,-1,-1,-1,16
Deni Hočko,27,766972800,1994/04/22,UEFA Nations League,2020/2021,Midfielder,Montenegro,0,0,0,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Deni Milosevic,26,794707200,1995/03/09,UEFA Nations League,2020/2021,Midfielder,Bosnia-Herzegovina,29,8,21,Bosnia and Herzegovina,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,31
Denis Alibec,30,663033600,1991/01/05,UEFA Nations League,2020/2021,Forward,Romania,307,152,155,Romania,5,2,3,1,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0.29,0,0.29,0,0.58,307,0.88,102,61,0,0,0,62,388,-1,4
